PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
69,2024-11-01,11:38:21.99,3,5,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Pena, Arthur",1000365284,Left,CAL_MAT,Undefined,3,Top,0,2,2,Splitter,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.54352,-1.127544,-2.52954,1557.699652,221.49412,1:30,6.02382,1.43522,6.12812,-29.2897,11.22505,8.8343,2.53959,-0.16835,75.94511,-6.590582,-0.937654,0.458119,,,,,,,,,,,,-5.31473,6.46733,-1.24655,50,5.92214,4.97853,-119.92159,-3.23044,-7.76135,22.57935,-22.72953,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,79124110-9880-11ef-8084-13326cb0523e,82.27659,,,6.59841,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:38:21.99,2024-11-01T11:38:21.9929058-07:00,2024-11-01T18:38:21.9929058Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,5e09da12-b13f-4570-b144-0096e4c2f9ef,54.37372,-120.74229,11.28968,6.02454,-2.40429,-11.36477,-1.43263,5.26063,-3.88068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
70,2024-11-01,11:38:51.77,4,1,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Calvillo, Cameron",824276,Right,CAL_MAT,Undefined,3,Top,1,0,0,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.3984,-2.589368,-2.56061,2241.887885,191.270751,12:30,6.07227,1.47005,6.3083,-10.6552,23.44753,4.43028,2.79492,-0.52124,81.68283,-4.716777,-1.760672,0.420306,27.13494,12.21633,54.348306,1813.417844,,,,31.48827,31.02651,53.565376,0.797575,-3.12315,13.39761,-1.28436,50,5.87703,5.68277,-131.04891,-6.13802,-5.36295,30.94581,-9.16833,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,8ad649f0-9880-11ef-8084-13326cb0523e,89.6785,3.96717,,8.71557,,,,1.62415,2.79781,0.51903,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:38:51.77,2024-11-01T11:38:51.7753314-07:00,2024-11-01T18:38:51.7753314Z,GroundBall,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,32bf91bc-80bc-4c99-9cb2-5e908a8088aa,54.1907,-132.03478,15.4729,6.06793,-5.84593,-4.58417,-1.46812,5.85362,-2.68147,229.362587,1.62415,22.67152,-1.82016,0.47088,-0.85201,1.90882,-2.36169,1.55235,-0.42314,2.79781,8.42112,-15.26256,0.30473,0.45512,-1.01783,1.21264,-0.78857,0.21281,0.51903,31.60663,-0.78997,0.28219,-0.39009,0.91476,-1.13418,0.74202,-0.20184,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
71,2024-11-01,11:39:17.68,4,2,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Calvillo, Cameron",824276,Right,CAL_MAT,Undefined,3,Top,1,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.63045,-0.625276,-3.440911,2423.753969,170.786787,11:45,5.77451,1.76092,6.35384,-27.46096,11.78615,-1.7174,2.90951,-1.55315,76.82178,-5.775996,-3.750853,0.450895,,,,,,,,,,,,-0.04366,6.68989,-1.51043,50,5.71619,7.36285,-121.3849,-2.11257,-0.06531,23.24978,-22.16983,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,9a473b10-9880-11ef-8084-13326cb0523e,83.59475,,,6.80867,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:39:17.68,2024-11-01T11:39:17.6887778-07:00,2024-11-01T18:39:17.6887778Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,4f042336-7dcc-4cf2-bf7c-2c39e5381e61,54.14463,-122.17618,11.62489,5.77525,-1.35804,-11.08491,-1.76105,7.36508,-0.03266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
72,2024-11-01,11:39:36.51,4,3,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Calvillo, Cameron",824276,Right,CAL_MAT,Undefined,3,Top,1,1,1,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.26347,-0.715323,-2.250515,2334.791729,156.015516,11:15,5.86736,1.62347,6.22218,-32.15584,9.56981,-3.68752,2.52711,-0.76152,74.723,-6.708868,-2.915959,0.464914,68.79303,74.399488,98.81324,5464.251016,,,,,36.202,,,1.31,5.5326,-1.45318,50,5.79764,4.77116,-118.0775,-2.40995,1.85024,22.39582,-24.3599,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,a5818760-9880-11ef-8084-13326cb0523e,81.07395,101.64872,,6.54047,,,,3.64557,2.78414,0.64853,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:39:36.51,2024-11-01T11:39:36.5113314-07:00,2024-11-01T18:39:36.5113314Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,a684da13-81dc-4a07-8840-66a8c8cc1313,54.27879,-118.88629,11.19791,5.86879,-1.53023,-12.17995,-1.62428,4.70435,0.92512,,3.64557,-4.15764,-2.88251,0.30984,-0.30562,0.32248,-0.21541,0.07612,-0.01116,2.78414,97.1797,-24.19717,2.15139,0.02981,-0.51435,0.38317,-0.13789,0.02041,0.64854,26.81315,-3.19655,0.34762,-0.32557,0.3399,-0.22686,0.08014,-0.01175,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
73,2024-11-01,11:40:12.71,4,4,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Calvillo, Cameron",824276,Right,CAL_MAT,Undefined,3,Top,1,1,2,FourSeamFastBall,Four-Seam,HitByPitch,Undefined,Undefined,Undefined,0,0,,90.75205,-0.098598,-0.604262,2119.333234,214.224297,1:15,6.00256,1.39899,6.48283,-19.66025,13.76808,8.59044,4.27367,1.56002,82.16721,-3.864468,0.954958,0.41613,,,,,,,,,,,,-4.73079,7.58701,-1.36029,50,5.98692,1.05781,-131.89415,-0.77996,-8.23701,31.08144,-18.96386,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,bb0d6db0-9880-11ef-8084-13326cb0523e,90.5786,,,8.58484,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:40:12.71,2024-11-01T11:40:12.7144418-07:00,2024-11-01T18:40:12.7144418Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,e0c256fa-6134-43f2-90f6-121feab3e9cf,54.01717,-132.83744,15.54072,6.00185,-0.20443,-9.48193,-1.39618,1.30779,-4.11851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
74,2024-11-01,11:41:57.08,5,1,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,3,Top,1,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.53846,-2.660261,-2.236779,2184.466622,218.448574,1:15,6.04192,1.67341,6.83131,-19.04166,15.48095,11.3939,2.02509,0.5817,80.8993,-6.310983,-0.155641,0.422886,,,,,,,,,,,,-6.80012,9.3665,-1.53396,50,5.86376,4.62867,-128.62785,-6.45977,-11.33852,27.86461,-16.55633,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,f93fd280-9880-11ef-8084-13326cb0523e,89.13149,,,7.63917,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:41:57.08,2024-11-01T11:41:57.0860002-07:00,2024-11-01T18:41:57.0860002Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,ab2bd6c7-cded-4c7a-8b7f-d008748a083c,53.67063,-129.42058,13.93231,6.04084,-5.98876,-8.27816,-1.67023,4.95124,-5.66926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
75,2024-11-01,11:42:13.81,5,2,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,3,Top,1,0,1,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.79507,-1.144575,-2.585514,2536.799396,165.881543,11:30,5.8972,1.72743,6.15592,-32.5023,6.75638,-1.40469,2.13,-0.77998,77.29747,-7.168084,-2.838697,0.450961,,,,,,,,,,,,0.03961,4.16083,-1.53021,50,5.79344,5.54937,-121.72172,-3.44271,0.05967,22.99351,-25.9065,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,03568660-9881-11ef-8084-13326cb0523e,83.58244,,,6.49759,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:42:13.81,2024-11-01T11:42:13.8167266-07:00,2024-11-01T18:42:13.8167266Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,4633cb7f-9d40-4397-ae4b-2f3a1d74d434,54.34442,-122.53964,11.49675,5.89951,-2.52116,-12.95325,-1.72758,5.54725,0.02984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
76,2024-11-01,11:42:37.48,5,3,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,3,Top,1,0,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.37682,-1.730715,-2.797962,2494.548423,177.783603,12:00,5.81126,1.54259,6.18332,-32.1808,6.73607,-0.21311,1.52897,-1.0609,77.49012,-7.700717,-2.836396,0.448994,,,,,,,,,,,,-0.68437,4.32811,-1.33114,50,5.66402,5.99344,-122.47189,-4.69793,-1.03719,24.67717,-25.61456,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,117b2160-9881-11ef-8084-13326cb0523e,83.94868,,,6.8867,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:42:37.48,2024-11-01T11:42:37.4855138-07:00,2024-11-01T18:42:37.4855138Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,9e636f68-0378-4b34-a963-0dd194afa487,54.31746,-123.33876,12.33858,5.81324,-3.79814,-12.80728,-1.54232,6.02987,-0.51859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,2024-11-01,11:42:59.93,5,4,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,3,Top,1,1,2,FourSeamFastBall,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.5278,-1.969202,-1.508408,2210.04763,227.127973,1:30,5.92391,1.54124,6.47765,-19.74336,14.79568,14.60528,2.46902,1.3729,80.91397,-5.749633,1.142866,0.422987,,,,,,,,,,,,-8.14705,8.74178,-1.4412,50,5.77652,2.84859,-129.94891,-5.00916,-13.72228,31.0393,-17.45006,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,1ecba380-9881-11ef-8084-13326cb0523e,89.11025,,,8.61383,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:42:59.93,2024-11-01T11:42:59.9313890-07:00,2024-11-01T18:42:59.9313890Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,97ea6693-1073-460e-9d16-f831529619d7,54.02122,-130.90588,15.51965,5.92266,-4.47115,-8.72503,-1.53555,3.27166,-6.86114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
78,2024-11-01,11:43:26.18,5,5,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,3,Top,1,1,2,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.24555,-1.925237,-2.812073,2263.916651,198.23045,12:30,6.06009,1.18947,6.71177,-14.53324,18.42796,5.6841,3.08617,-0.90969,82.43822,-4.768302,-1.777844,0.413212,86.57781,17.607262,75.244974,3860.734014,,,,,117.65619,,,-3.89721,10.68827,-1.00501,50,5.92628,6.28233,-132.38114,-4.78533,-6.8226,31.81503,-13.4627,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,2e68fbd0-9881-11ef-8084-13326cb0523e,91.21818,23.89455,,8.80734,,,,-0.46673,2.96686,0.92984,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:43:26.18,2024-11-01T11:43:26.1890530-07:00,2024-11-01T18:43:26.1890530Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,ebcf238a-4a5d-4a9d-87bd-c3ffecb14746,53.78653,-133.28805,15.90752,6.05722,-4.40157,-6.73135,-1.18687,6.47681,-3.4113,,-0.46673,30.82521,-12.88596,2.79168,-0.62171,0.13852,-0.03097,0.0059,-0.00064,2.96686,38.41044,-19.38091,1.97015,-0.43777,0.10108,-0.02201,0.00433,-0.00049,0.92984,117.04064,-15.45727,3.12917,-0.67611,0.14923,-0.03371,0.00643,-0.0007,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
79,2024-11-01,11:43:52.18,5,6,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,3,Top,1,1,2,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.55347,-0.710067,-1.11397,2434.309476,158.103297,11:15,5.86725,1.6612,6.17298,-29.74454,8.01119,-2.74299,2.73257,0.40364,78.39463,-6.25915,-1.609111,0.442245,64.41753,37.784323,109.286514,5017.846471,,,,,35.09205,,,1.11095,4.70087,-1.57553,50,5.79834,2.52327,-124.33629,-2.46707,1.73652,25.27618,-24.82613,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,3de9cb70-9881-11ef-8084-13326cb0523e,85.22977,40.0472,,7.15884,,,,0.76905,3.06389,0.43296,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:43:52.18,2024-11-01T11:43:52.1866210-07:00,2024-11-01T18:43:52.1866210Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,f2142cf5-b5f2-4409-80ba-174f010b9dd7,54.32691,-125.21282,12.63809,5.86897,-1.60616,-12.41306,-1.66199,2.46306,0.86826,,0.76905,-24.66253,11.64119,-3.4154,0.93355,-0.24933,0.06624,-0.01612,0.00256,3.06389,57.88635,12.41416,-5.59205,1.49305,-0.38666,0.10212,-0.02556,0.00441,0.43296,70.4783,-25.68112,4.37409,-0.71415,0.11815,-0.02113,0.00488,-0.00114,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
80,2024-11-01,11:44:18.85,5,7,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,3,Top,1,1,2,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.1566,-0.757221,-2.245228,2464.25393,163.30984,11:30,5.77768,1.66622,6.27079,-31.0821,8.19339,-2.14134,2.48886,-0.58313,77.37088,-6.524452,-2.632046,0.451058,70.06247,11.713338,163.844652,3210.135705,,,,117.65122,59.22501,166.725793,1.299236,0.58984,4.75811,-1.49905,50,5.70619,4.81962,-120.98217,-2.52807,0.88652,20.48764,-25.02266,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,4ddf07c0-9881-11ef-8084-13326cb0523e,83.56454,8.07293,,5.78572,,,,0.52996,2.30034,0.60635,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:44:18.85,2024-11-01T11:44:18.8582370-07:00,2024-11-01T18:44:18.8582370Z,GroundBall,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,9a62d343-f5f1-4de8-9e64-fd547a9572ab,54.23144,-121.69662,10.24382,5.77914,-1.65546,-12.51133,-1.66658,4.7887,0.44326,302.958879,0.52997,-96.64798,6.14765,-0.23411,1.45609,-2.33151,1.83232,-0.75212,0.12737,2.30034,20.86203,-20.10343,2.48815,-0.76426,0.92484,-0.79962,0.34689,-0.06091,0.60634,27.99918,-5.96708,0.35839,-1.40877,2.2355,-1.76152,0.72436,-0.12282,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
81,2024-11-01,11:44:43.54,5,8,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,3,Top,1,1,2,Splitter,Changeup,InPlay,Undefined,FlyBall,Sacrifice,1,1,,79.96325,-0.413977,-2.084018,1432.10497,217.102947,1:15,5.91378,1.50654,6.39546,-33.31226,9.26634,6.06181,2.75677,0.09416,73.81573,-6.636901,-0.985778,0.469642,87.1894,25.335658,10.307703,3727.889104,106.59239,46.73594,27.16568,289.19527,283.85732,22.420331,4.218463,-3.73886,5.31492,-1.35969,50,5.86854,4.02533,-116.29132,-1.76919,-5.14948,20.63446,-24.85388,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,5c8d9340-9881-11ef-8084-13326cb0523e,80.25781,56.26981,,6.14752,,,,1.0871,2.76211,-0.09396,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:44:43.54,2024-11-01T11:44:43.5450850-07:00,2024-11-01T18:44:43.5450850Z,LineDrive,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,4887c908-d4ea-40ac-a5ad-bee97fc5cc1d,54.10594,-117.0176,10.31723,5.91541,-0.89439,-12.42694,-1.50456,4.20658,-2.57474,212.530656,1.0864,113.72959,-24.15823,5.69217,-1.34724,0.3197,-0.06338,0.00795,-0.00043,2.76292,54.70126,-14.57369,0.05735,0.29023,-0.14094,0.03694,-0.00479,0.00024,-0.09413,20.68559,3.89002,-1.416,0.37997,-0.07765,0.01162,-0.00115,6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
82,2024-11-01,11:45:30.87,6,1,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Mejia, Tyler",822174,Left,CAL_MAT,Undefined,3,Top,2,0,0,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.83204,-1.244611,-2.667591,2450.353304,187.69104,12:15,5.77289,1.94902,6.39359,-36.6573,3.66386,0.35295,1.57197,-0.47683,76.49506,-8.012934,-2.603652,0.457023,,,,,,,,,,,,-0.80843,2.49162,-1.75751,50,5.66616,5.53518,-119.05898,-3.66641,-1.17882,19.4598,-28.54091,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,78ca9440-9881-11ef-8084-13326cb0523e,82.4739,,,5.33698,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:45:30.87,2024-11-01T11:45:30.8749282-07:00,2024-11-01T18:45:30.8749282Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,638f7559-6f4c-4497-84a7-a5949337aae4,54.1096,-119.7288,9.7299,5.77545,-2.68402,-14.27045,-1.94873,5.57576,-0.58941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
83,2024-11-01,11:45:53.62,6,2,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Mejia, Tyler",822174,Left,CAL_MAT,Undefined,3,Top,2,0,1,Splitter,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.86217,-0.175849,-0.563205,1433.213407,174.659425,11:45,5.86469,1.72713,6.38195,-33.43797,9.67182,-0.77319,2.91641,1.14456,72.97369,-6.452639,-0.703363,0.472563,,,,,,,,,,,,0.23835,5.52477,-1.68624,50,5.83666,1.16846,-116.06973,-1.28835,0.32359,22.70702,-24.67363,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,865a1b30-9881-11ef-8084-13326cb0523e,79.7618,,,6.88848,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:45:53.62,2024-11-01T11:45:53.6235490-07:00,2024-11-01T18:45:53.6235490Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,a8697151-df06-4f37-85a8-86e054454863,54.11645,-116.87227,11.35351,5.86678,-0.41631,-12.33681,-1.72733,1.15703,0.16179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
84,2024-11-01,11:46:14.99,6,3,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Mejia, Tyler",822174,Left,CAL_MAT,Undefined,3,Top,2,0,2,Cutter,Slider,InPlay,Undefined,GroundBall,Single,0,1,,81.67108,-0.516127,-0.994334,2556.278593,144.205814,10:45,5.64441,2.06302,6.12745,-36.47699,4.00481,-2.20193,2.12748,0.96028,76.8246,-7.218816,-1.391738,0.457932,,,,,,,,,,,,0.95252,2.41563,-1.98577,50,5.58528,2.14164,-119.01526,-2.19066,1.39972,17.58256,-28.6242,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,930f20a0-9881-11ef-8084-13326cb0523e,82.31006,,,4.84648,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:46:14.99,2024-11-01T11:46:14.9974498-07:00,2024-11-01T18:46:14.9974498Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,cac35af4-a481-40a2-a18e-001f30e01771,54.37695,-119.66014,8.79128,5.64637,-1.14081,-14.3121,-2.06338,2.0903,0.69986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,2024-11-01,11:47:02.03,7,1,"Halamicek, Ryan",1000297052,Right,CAL_MAT,"Rios, Xavier",822555,Right,CAL_MAT,Undefined,3,Top,2,0,0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.08866,-1.282474,-2.727884,2354.795208,154.223004,11:15,5.87458,1.63749,6.21135,-34.70348,6.31,-2.58315,1.79746,-1.09731,76.40312,-7.658753,-3.193932,0.46093,,,,,,,,,,,,0.8011,3.79571,-1.43141,50,5.76025,5.7108,-118.03966,-3.67557,1.15846,17.20937,-26.68507,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,af133750-9881-11ef-8084-13326cb0523e,81.77482,,,4.68554,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,18:47:02.03,2024-11-01T11:47:02.0351458-07:00,2024-11-01T18:47:02.0351458Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,f95281ff-1a5d-47e1-a8b4-52c645c6854a,54.29308,-118.66391,8.60469,5.87602,-2.7076,-13.34253,-1.6378,5.66878,0.57923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
