PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
185,2024-11-01,12:48:46.47,2,4,"Gutierrez, Diego",822622,Right,CAL_MAT,"Linberg, Will",1000297053,Left,CAL_MAT,Undefined,5,Bottom,0,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.76441,0.970879,-0.79986,2377.389973,101.88575,9:30,5.64897,3.06821,6.24594,-43.37353,1.67835,-2.06878,2.93015,2.15803,72.14701,-7.053179,-1.173908,0.48309,,,,,,,,,,,,0.86961,1.08043,-3.00778,50,5.7002,1.65303,-113.15419,0.63617,1.13985,18.52314,-30.75784,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,4f166030-988a-11ef-8084-13326cb0523e,78.02368,,,5.6174,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:48:46.47,2024-11-01T12:48:46.4780770-07:00,2024-11-01T19:48:46.4780770Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,4218bb85-e29f-4fba-adbc-3c2ee0b9e242,54.25454,-113.84852,9.26157,5.65474,1.78911,-15.37892,-3.06894,1.61031,0.56992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
186,2024-11-01,12:49:04.52,2,5,"Gutierrez, Diego",822622,Right,CAL_MAT,"Linberg, Will",1000297053,Left,CAL_MAT,Undefined,5,Bottom,0,1,2,FourSeamFastBall,Sinker,InPlay,Undefined,GroundBall,Error,0,0,,87.86726,-2.055505,-3.770318,2406.543393,229.419833,1:45,5.78262,2.70756,7.02647,-21.79643,13.00705,13.86938,2.09357,0.43231,80.32831,-6.225849,-1.232541,0.424603,100.31515,-8.13098,-17.41511,,,,,11.37235,11.37235,-6.495842,0.050068,-8.59831,7.89548,-2.48243,50,5.64997,7.9419,-127.58485,-5.13048,-14.12614,27.05349,-19.20256,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,59d45090-988a-11ef-8084-13326cb0523e,88.77107,1.06254,,7.53895,,,,4.36256,1.06254,0.92318,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:49:04.52,2024-11-01T12:49:04.5274594-07:00,2024-11-01T19:49:04.5274594Z,GroundBall,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,99914629-c96c-4566-8921-53aa118d0d67,53.47552,-128.3197,13.52675,5.78224,-4.60889,-9.60128,-2.70336,8.3256,-7.06307,115.817952,4.36256,138.97329,-8.52787,,,,,,,1.06254,-20.80944,-8.23748,,,,,,,0.92318,-43.59303,-10.81853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
187,2024-11-01,12:49:51.65,3,1,"Gutierrez, Diego",822622,Right,CAL_MAT,"Liera, Erubiel",1000365303,Right,CAL_MAT,Undefined,5,Bottom,0,0,0,FourSeamFastBall,Sinker,InPlay,Undefined,GroundBall,FieldersChoice,1,1,,87.5166,-1.110724,-4.115924,2288.371101,239.512744,2:00,5.78952,2.65699,7.18974,-23.36474,11.53276,17.64836,2.83359,0.39286,79.81008,-5.592954,-0.878185,0.425176,,,,,,,,,,,,-10.76005,6.86937,-2.42267,50,5.71782,8.55885,-127.10202,-3.03671,-17.52165,27.15945,-20.98797,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,75e81eb0-988a-11ef-8084-13326cb0523e,88.65142,,,7.70652,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:49:51.65,2024-11-01T12:49:51.6593122-07:00,2024-11-01T19:49:51.6593122Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,5865c7ad-e0ce-4064-9a7d-b959b4682e57,53.31188,-127.80775,13.57972,5.78964,-2.49135,-10.49399,-2.65099,9.01414,-8.76082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
188,2024-11-01,12:50:28.57,4,1,"Gutierrez, Diego",822622,Right,CAL_MAT,"Lee, Jehee",822548,Right,CAL_MAT,Undefined,5,Bottom,1,0,0,Curveball,Curveball,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,75.94177,0.822071,-2.223718,2092.163585,25.66117,6:45,5.75396,2.74962,6.35905,-60.16673,-12.11024,-6.58158,1.49728,0.15354,69.61248,-10.267935,-3.417524,0.498939,,,,,,,,,,,,2.79032,-6.38406,-2.58533,50,5.78485,4.49618,-110.3598,-0.12328,3.39407,22.15207,-39.93948,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,8bf08800-988a-11ef-8084-13326cb0523e,75.54522,,,6.32929,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:50:28.57,2024-11-01T12:50:28.5797346-07:00,2024-11-01T19:50:28.5797346Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,8e69f582-5ac9-43ca-b384-192efdb4c685,54.14532,-111.18876,11.07604,5.7615,1.37131,-19.96974,-2.75121,4.36918,1.69703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
189,2024-11-01,12:51:09.41,4,2,"Gutierrez, Diego",822622,Right,CAL_MAT,"Lee, Jehee",822548,Right,CAL_MAT,Undefined,5,Bottom,1,0,1,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,76.28025,0.694211,-4.396098,1763.352547,246.86863,2:15,5.59329,2.97432,7.02797,-36.83986,9.02611,17.9091,3.156,0.46428,70.20726,-6.27213,-1.123211,0.487435,83.22076,-11.861558,-65.161937,,,,,17.884,17.884,-55.386105,0.1328,-10.81886,5.03626,-2.71216,50,5.62327,7.99122,-110.80426,0.48749,-13.51375,18.9253,-25.88331,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,a448adb0-988a-11ef-8084-13326cb0523e,77.32813,3.34213,,6.07299,,,,3.47478,3.34213,-0.27797,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:51:09.41,2024-11-01T12:51:09.4164450-07:00,2024-11-01T19:51:09.4164450Z,GroundBall,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,a9ba8d78-fed0-4789-98ec-961274ad59ba,53.47456,-111.39613,9.46265,5.59536,1.29697,-12.94165,-2.96869,8.41385,-6.75687,180,3.47143,50.33232,,,,,,,,3.3438,-25.16674,,,,,,,,-0.27075,-108.73934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
190,2024-11-01,12:51:38.69,4,3,"Gutierrez, Diego",822622,Right,CAL_MAT,"Lee, Jehee",822548,Right,CAL_MAT,Undefined,5,Bottom,1,0,2,FourSeamFastBall,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,89.49862,-1.541246,-5.669713,2395.49398,223.962388,1:30,5.79591,2.59639,6.85408,-17.63592,16.4906,14.76343,2.91385,-1.35936,81.08701,-4.95663,-2.991025,0.420453,,,,,,,,,,,,-9.48784,9.54642,-2.23793,50,5.69024,12.29491,-129.48554,-3.91599,-15.98473,28.97419,-16.09064,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,b5afa270-988a-11ef-8084-13326cb0523e,89.64721,,,8.41161,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:51:38.69,2024-11-01T12:51:38.6972130-07:00,2024-11-01T19:51:38.6972130Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,8a5005be-4099-4ac5-84f3-718afd5b1179,53.64439,-130.29847,14.4871,5.79377,-3.46453,-8.04532,-2.58918,12.7434,-7.99236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
191,2024-11-01,12:52:07.76,5,1,"Gutierrez, Diego",822622,Right,CAL_MAT,"Fairchild, Elijah",1000299315,Left,CAL_MAT,Undefined,5,Bottom,2,0,0,FourSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.89513,-1.613277,-5.644,2359.217082,235.311905,1:45,5.82325,2.50912,7.13204,-22.44478,13.42056,17.56639,2.48234,-1.16192,78.70378,-5.935973,-2.437117,0.431031,,,,,,,,,,,,-11.10099,8.06256,-2.17937,50,5.7205,11.81132,-125.7764,-4.08842,-17.60661,27.86996,-19.38652,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,c7116710-988a-11ef-8084-13326cb0523e,87.44709,,,8.19135,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:52:07.76,2024-11-01T12:52:07.7647330-07:00,2024-11-01T19:52:07.7647330Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,4f9aa0b5-0ae7-4c72-a72a-5fefea46cc5d,53.36693,-126.52025,13.93498,5.82271,-3.57098,-9.69326,-2.50089,12.28124,-8.8033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
192,2024-11-01,12:52:24.02,5,2,"Gutierrez, Diego",822622,Right,CAL_MAT,"Fairchild, Elijah",1000299315,Left,CAL_MAT,Undefined,5,Bottom,2,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,75.10778,-1.135471,-5.704436,1870.724128,247.980386,2:15,5.66581,2.85266,6.92687,-40.43569,7.42233,14.63351,1.25712,-1.13862,69.2249,-8.716483,-3.04136,0.497908,,,,,,,,,,,,-9.31583,4.75315,-2.49905,50,5.58077,10.41722,-108.79203,-3.14289,-11.18819,18.71311,-26.46559,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,d0cd9ee0-988a-11ef-8084-13326cb0523e,75.70168,,,5.88288,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:52:24.02,2024-11-01T12:52:24.0218594-07:00,2024-11-01T19:52:24.0218594Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,dad4566b-bc2d-405a-aa89-1238b2a0f0bc,53.57341,-109.40496,9.35656,5.66951,-2.27604,-13.2328,-2.84625,10.78368,-5.59409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
193,2024-11-01,12:52:40.39,5,3,"Gutierrez, Diego",822622,Right,CAL_MAT,"Fairchild, Elijah",1000299315,Left,CAL_MAT,Undefined,5,Bottom,2,2,0,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Double,0,0,,77.01937,-0.453582,-4.482892,1767.443828,255.25706,2:30,5.57425,2.88658,6.79479,-40.19392,5.3115,14.8893,1.80947,0.02727,70.99787,-7.979054,-1.771967,0.485515,,,,,,,,,,,,-9.21985,3.29355,-2.60098,50,5.52944,8.31473,-111.82212,-1.90262,-11.70006,19.74241,-27.99452,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,da865440-988a-11ef-8084-13326cb0523e,77.63389,,,6.0215,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:52:40.39,2024-11-01T12:52:40.3912674-07:00,2024-11-01T19:52:40.3912674Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,bdbf4372-d5b4-4eca-b0f7-bd9c49f5a99f,53.70817,-112.4749,9.87121,5.57705,-0.97699,-13.99726,-2.8823,8.70159,-5.85003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
194,2024-11-01,12:56:03.93,6,1,"Ignaciak, Blake",822556,Right,CAL_MAT,"Gonzalez, Roberto",822617,Left,CAL_MAT,Undefined,5,Bottom,2,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.46037,-0.632792,-4.672009,2349.172435,248.764531,2:15,4.6297,2.41135,7.11449,-23.44304,9.32819,21.25379,2.10013,-0.06518,82.41991,-5.114595,-0.782205,0.41202,,,,,,,,,,,,-12.91784,5.49134,-2.14023,50,4.58456,10.00764,-131.32283,-2.06524,-22.46325,28.9069,-22.62497,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,53c85a10-988b-11ef-8084-13326cb0523e,91.48216,,,8.04046,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:56:03.93,2024-11-01T12:56:03.9354338-07:00,2024-11-01T19:56:03.9354338Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,da31839f-00e9-414a-a16a-9920de5bb267,53.3886,-132.06663,14.45345,4.63021,-1.48308,-11.31248,-2.40517,10.58564,-11.23162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
195,2024-11-01,12:56:23.32,6,2,"Ignaciak, Blake",822556,Right,CAL_MAT,"Gonzalez, Roberto",822617,Left,CAL_MAT,Undefined,5,Bottom,2,0,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.71855,-0.5447,-5.58739,2499.800797,258.19746,2:30,4.52819,2.49011,7.42588,-26.60785,5.81134,22.50293,1.81734,-0.68897,82.27916,-5.638834,-1.451835,0.4098,,,,,,,,,,,,-13.82316,3.66295,-2.19189,50,4.49228,12.07812,-131.50584,-1.93652,-24.00507,30.05743,-25.81301,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,5f607dd0-988b-11ef-8084-13326cb0523e,91.97754,,,8.43939,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:56:23.32,2024-11-01T12:56:23.3219554-07:00,2024-11-01T19:56:23.3219554Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,adcfcfe4-31ec-44f7-a108-1e1ed3897ba3,53.07505,-132.20682,15.02871,4.53042,-1.33453,-12.90651,-2.4801,12.63795,-12.00253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
196,2024-11-01,12:56:42.32,6,3,"Ignaciak, Blake",822556,Right,CAL_MAT,"Gonzalez, Roberto",822617,Left,CAL_MAT,Undefined,5,Bottom,2,1,1,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.08914,-0.236623,-5.176973,2380.255302,240.63732,2:00,4.52866,2.50008,7.13523,-21.16623,11.85461,19.17493,2.54937,-0.6093,82.07512,-4.303775,-1.672469,0.413586,,,,,,,,,,,,-11.78355,6.74831,-2.19933,50,4.50786,11.16445,-130.6718,-1.06706,-20.33332,28.05031,-20.52939,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,6ab3d060-988b-11ef-8084-13326cb0523e,91.13573,,,8.01401,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:56:42.32,2024-11-01T12:56:42.3234530-07:00,2024-11-01T19:56:42.3234530Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,20c5cc78-3235-4d54-bccf-c0b43347905c,53.36625,-131.39242,14.02515,4.5285,-0.53966,-10.2647,-2.49285,11.68681,-10.16666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
197,2024-11-01,12:57:08.26,6,4,"Ignaciak, Blake",822556,Right,CAL_MAT,"Gonzalez, Roberto",822617,Left,CAL_MAT,Undefined,5,Bottom,2,1,2,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,91.01416,-0.474729,-4.033722,2494.099673,246.123002,2:15,4.63043,2.47943,7.23728,-24.13946,7.64682,15.23395,2.18809,0.09229,84.00087,-5.064602,-1.236653,0.405781,,,,,,,,,,,,-9.35504,4.50461,-2.2529,50,4.596,8.83561,-132.3756,-1.72731,-16.74651,25.91781,-24.1103,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,7a281ce0-988b-11ef-8084-13326cb0523e,92.88872,,,7.01329,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,19:57:08.26,2024-11-01T12:57:08.2623458-07:00,2024-11-01T19:57:08.2623458Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,1193b4b0-dc98-4935-9b02-ee7123748d2f,53.26643,-133.0136,12.9589,4.63121,-1.13381,-12.05515,-2.47547,9.24785,-8.37325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
198,,,1,1,"Armijo, Calix",1000123801,Right,CAL_MAT,"Abel, Trent",814726,Right,CAL_MAT,Undefined,6,Top,0,0,0,Other,,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,e273f120-988b-11ef-8084-13326cb0523e,,,,,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,,,,,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2024-11-01,13:00:09.88,1,2,"Armijo, Calix",1000123801,Right,CAL_MAT,"Abel, Trent",814726,Right,CAL_MAT,Undefined,6,Top,0,1,0,FourSeamFastBall,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.31232,-1.598099,-0.39225,2069.534007,223.776777,1:30,5.65062,0.27309,6.50973,-23.55568,13.08957,11.42445,2.22064,0.86515,79.02457,-6.054491,1.68374,0.435693,,,,,,,,,,,,-6.19284,7.68304,-0.25076,50,5.52871,0.45042,-125.51301,-4.15615,-9.84641,26.18341,-19.95832,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,e662b780-988b-11ef-8084-13326cb0523e,86.51151,,,7.28774,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:00:09.88,2024-11-01T13:00:09.8811874-07:00,2024-11-01T20:00:09.8811874Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,cea92571-137e-4c41-a52b-3182e54f0e91,53.99197,-126.34303,13.0917,5.65043,-3.52347,-9.97916,-0.26998,0.76256,-4.92321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
200,2024-11-01,13:00:36.18,1,3,"Armijo, Calix",1000123801,Right,CAL_MAT,"Abel, Trent",814726,Right,CAL_MAT,Undefined,6,Top,0,1,1,FourSeamFastBall,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.38802,-1.896318,-2.030592,1862.711961,207.635823,1:00,5.67068,-0.03076,6.71752,-26.12356,10.21158,4.74036,1.7586,-1.49265,79.17135,-6.828231,-1.166283,0.433845,,,,,,,,,,,,-3.10221,6.28615,0.1634,50,5.53479,4.28325,-125.54665,-4.87814,-4.93844,26.0343,-22.16702,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,f61370c0-988b-11ef-8084-13326cb0523e,86.87992,,,7.21667,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:00:36.18,2024-11-01T13:00:36.1825250-07:00,2024-11-01T20:00:36.1825250Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,4fa3f70b-7d2b-42f2-9b0d-8a47c04ad171,53.78295,-126.32868,13.01715,5.67132,-4.21228,-11.08351,0.03251,4.43159,-2.46922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
201,2024-11-01,13:00:53.76,1,4,"Armijo, Calix",1000123801,Right,CAL_MAT,"Abel, Trent",814726,Right,CAL_MAT,Undefined,6,Top,0,2,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.67491,0.50734,-1.004492,2363.400965,93.81664,9:15,5.5104,0.4201,6.0534,-44.39219,1.77457,-4.29878,2.28077,-0.86806,71.13103,-7.704824,-1.779103,0.489031,,,,,,,,,,,,1.92823,1.18776,-0.33969,50,5.52602,2.13202,-112.85392,-0.33368,2.47327,21.57792,-30.65057,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,009bd230-988c-11ef-8084-13326cb0523e,77.07581,,,6.54388,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:00:53.76,2024-11-01T13:00:53.7611746-07:00,2024-11-01T20:00:53.7611746Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,7095c63e-d448-4d46-9977-0a791cdf6090,54.4469,-113.701,10.78896,5.5155,0.86956,-15.32528,-0.42148,2.03492,1.23664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
202,2024-11-01,13:01:11.44,1,5,"Armijo, Calix",1000123801,Right,CAL_MAT,"Abel, Trent",814726,Right,CAL_MAT,Undefined,6,Top,0,2,2,Slider,Slider,InPlay,Undefined,LineDrive,Single,0,0,,76.89147,0.09957,1.205973,2503.352569,91.350001,9:00,5.47911,0.34079,5.94659,-45.2642,1.59654,-9.13024,1.79948,0.69869,71.11924,-8.224083,-0.437015,0.492693,,,,,,,,,,,,5.0978,1.08394,-0.43132,50,5.46093,-2.04289,-111.83269,-1.15936,6.48087,19.43936,-30.79603,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,0b2433a0-988c-11ef-8084-13326cb0523e,76.50296,,,5.77224,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:01:11.44,2024-11-01T13:01:11.4494434-07:00,2024-11-01T20:01:11.4494434Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,c96d76f8-72f1-4f9a-9230-9e3404d9eb7c,54.55678,-112.62199,9.71968,5.48262,0.09105,-15.39802,-0.34302,-2.30603,3.24043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
203,2024-11-01,13:01:47.09,2,1,"Armijo, Calix",1000123801,Right,CAL_MAT,"Clayton, Royce",1000250831,Right,CAL_MAT,Undefined,6,Top,0,0,0,ChangeUp,Changeup,InPlay,Undefined,Bunt,FieldersChoice,1,0,,80.19049,-0.39566,-0.936816,1796.380432,251.645856,2:30,5.63964,0.02373,6.77091,-34.61911,7.4978,18.5021,2.39336,0.71003,73.38136,-6.920841,2.443048,0.467089,,,,,,,,,,,,-10.20024,4.45449,0.03056,50,5.60056,1.31231,-116.6835,-1.70539,-13.96789,23.33775,-26.07418,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,205d8d20-988c-11ef-8084-13326cb0523e,80.69648,,,6.80914,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:01:47.09,2024-11-01T13:01:47.0900194-07:00,2024-11-01T20:01:47.0900194Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,e6fa8af9-f438-4f11-b506-63cf49db7bde,53.73125,-117.42741,11.66888,5.64168,-0.87425,-13.03709,-0.01836,1.75755,-6.98394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
